instant,dteday,season,year,month,hour,holiday,weekday,workingday,weather situation,temp,atemp,humidity,windspeed,casual,registered,count_cr,time_of_day,windspeed_category
190,2011-01-09,Spring,2011,Jan,4.0,0,Sunday,0,Clear,0.08,0.0909,0.53,0.194,0,1,1,Malam,Angin Ringan
191,2011-01-09,Spring,2011,Jan,5.0,0,Sunday,0,Clear,0.08,0.0909,0.53,0.194,0,1,1,Malam,Angin Ringan
192,2011-01-09,Spring,2011,Jan,6.0,0,Sunday,0,Clear,0.1,0.0909,0.49,0.2836,0,1,1,Pagi,Angin Sedang
193,2011-01-09,Spring,2011,Jan,7.0,0,Sunday,0,Clear,0.08,0.0909,0.53,0.194,1,5,6,Pagi,Angin Ringan
194,2011-01-09,Spring,2011,Jan,8.0,0,Sunday,0,Clear,0.1,0.0909,0.49,0.2836,0,10,10,Pagi,Angin Sedang
195,2011-01-09,Spring,2011,Jan,9.0,0,Sunday,0,Clear,0.12,0.0758,0.46,0.5224,0,19,19,Pagi,Angin Kencang
196,2011-01-09,Spring,2011,Jan,10.0,0,Sunday,0,Clear,0.14,0.1061,0.43,0.3881,0,49,49,Pagi,Angin Kencang
197,2011-01-09,Spring,2011,Jan,11.0,0,Sunday,0,Clear,0.16,0.1212,0.4,0.5224,2,47,49,Pagi,Angin Kencang
198,2011-01-09,Spring,2011,Jan,12.0,0,Sunday,0,Clear,0.18,0.1364,0.37,0.4478,4,79,83,Siang,Angin Kencang
199,2011-01-09,Spring,2011,Jan,13.0,0,Sunday,0,Clear,0.2,0.1667,0.34,0.4478,6,69,75,Siang,Angin Kencang
200,2011-01-09,Spring,2011,Jan,14.0,0,Sunday,0,Clear,0.22,0.1818,0.32,0.4627,8,64,72,Siang,Angin Kencang
201,2011-01-09,Spring,2011,Jan,15.0,0,Sunday,0,Clear,0.22,0.197,0.35,0.3582,5,77,82,Siang,Angin Kencang
202,2011-01-09,Spring,2011,Jan,16.0,0,Sunday,0,Clear,0.2,0.1667,0.34,0.4478,13,79,92,Sore,Angin Kencang
203,2011-01-09,Spring,2011,Jan,17.0,0,Sunday,0,Clear,0.18,0.1515,0.37,0.3881,3,59,62,Sore,Angin Kencang
204,2011-01-09,Spring,2011,Jan,18.0,0,Sunday,0,Clear,0.16,0.1364,0.4,0.3284,4,44,48,Sore,Angin Sedang
205,2011-01-09,Spring,2011,Jan,19.0,0,Sunday,0,Clear,0.16,0.1364,0.43,0.3284,1,40,41,Malam,Angin Sedang
206,2011-01-09,Spring,2011,Jan,20.0,0,Sunday,0,Clear,0.14,0.1212,0.46,0.2537,0,38,38,Malam,Angin Sedang
207,2011-01-09,Spring,2011,Jan,21.0,0,Sunday,0,Clear,0.14,0.1061,0.46,0.4179,1,19,20,Malam,Angin Kencang
208,2011-01-09,Spring,2011,Jan,22.0,0,Sunday,0,Clear,0.14,0.1212,0.46,0.2985,5,10,15,Malam,Angin Sedang
209,2011-01-09,Spring,2011,Jan,23.0,0,Sunday,0,Clear,0.12,0.1364,0.5,0.194,0,6,6,Malam,Angin Ringan
210,2011-01-10,Spring,2011,Jan,0.0,0,Monday,1,Clear,0.12,0.1212,0.5,0.2836,2,3,5,Malam,Angin Sedang
211,2011-01-10,Spring,2011,Jan,1.0,0,Monday,1,Clear,0.12,0.1212,0.5,0.2836,1,0,1,Malam,Angin Sedang
212,2011-01-10,Spring,2011,Jan,2.0,0,Monday,1,Clear,0.12,0.1212,0.5,0.2239,0,3,3,Malam,Angin Sedang
213,2011-01-10,Spring,2011,Jan,3.0,0,Monday,1,Clear,0.12,0.1212,0.5,0.2239,0,1,1,Malam,Angin Sedang
214,2011-01-10,Spring,2011,Jan,4.0,0,Monday,1,Clear,0.1,0.1212,0.54,0.1343,1,2,3,Malam,Angin Ringan
215,2011-01-10,Spring,2011,Jan,5.0,0,Monday,1,Clear,0.1,0.1061,0.54,0.2537,0,3,3,Malam,Angin Sedang
216,2011-01-10,Spring,2011,Jan,6.0,0,Monday,1,Clear,0.12,0.1212,0.5,0.2836,0,31,31,Pagi,Angin Sedang
217,2011-01-10,Spring,2011,Jan,7.0,0,Monday,1,Clear,0.12,0.1212,0.5,0.2239,2,75,77,Pagi,Angin Sedang
218,2011-01-10,Spring,2011,Jan,8.0,0,Monday,1,Misty,0.12,0.1212,0.5,0.2836,4,184,188,Pagi,Angin Sedang
219,2011-01-10,Spring,2011,Jan,9.0,0,Monday,1,Misty,0.14,0.1212,0.5,0.2537,2,92,94,Pagi,Angin Sedang
220,2011-01-10,Spring,2011,Jan,10.0,0,Monday,1,Misty,0.14,0.1212,0.5,0.2985,0,31,31,Pagi,Angin Sedang
221,2011-01-10,Spring,2011,Jan,11.0,0,Monday,1,Misty,0.16,0.1364,0.47,0.2836,2,28,30,Pagi,Angin Sedang
222,2011-01-10,Spring,2011,Jan,12.0,0,Monday,1,Misty,0.2,0.1818,0.4,0.2836,5,47,52,Siang,Angin Sedang
223,2011-01-10,Spring,2011,Jan,13.0,0,Monday,1,Misty,0.2,0.1818,0.4,0.2836,4,50,54,Siang,Angin Sedang
224,2011-01-10,Spring,2011,Jan,14.0,0,Monday,1,Misty,0.2,0.197,0.4,0.2239,0,47,47,Siang,Angin Sedang
225,2011-01-10,Spring,2011,Jan,15.0,0,Monday,1,Misty,0.2,0.197,0.4,0.2239,2,43,45,Siang,Angin Sedang
226,2011-01-10,Spring,2011,Jan,16.0,0,Monday,1,Clear,0.2,0.2121,0.4,0.1343,4,70,74,Sore,Angin Ringan
227,2011-01-10,Spring,2011,Jan,17.0,0,Monday,1,Clear,0.2,0.2273,0.4,0.1045,4,174,178,Sore,Angin Ringan
228,2011-01-10,Spring,2011,Jan,18.0,0,Monday,1,Clear,0.2,0.197,0.4,0.2239,1,154,155,Sore,Angin Sedang
229,2011-01-10,Spring,2011,Jan,19.0,0,Monday,1,Clear,0.16,0.1667,0.47,0.1642,3,92,95,Malam,Angin Ringan
230,2011-01-10,Spring,2011,Jan,20.0,0,Monday,1,Clear,0.16,0.1667,0.5,0.1642,1,73,74,Malam,Angin Ringan
231,2011-01-10,Spring,2011,Jan,21.0,0,Monday,1,Clear,0.14,0.1364,0.59,0.194,1,37,38,Malam,Angin Ringan
232,2011-01-10,Spring,2011,Jan,22.0,0,Monday,1,Clear,0.14,0.1515,0.59,0.1642,2,22,24,Malam,Angin Ringan
233,2011-01-10,Spring,2011,Jan,23.0,0,Monday,1,Clear,0.14,0.1515,0.59,0.1642,0,18,18,Malam,Angin Ringan
234,2011-01-11,Spring,2011,Jan,0.0,0,Tuesday,1,Clear,0.14,0.1667,0.59,0.1045,2,10,12,Malam,Angin Ringan
235,2011-01-11,Spring,2011,Jan,1.0,0,Tuesday,1,Clear,0.14,0.1515,0.59,0.1642,0,3,3,Malam,Angin Ringan
236,2011-01-11,Spring,2011,Jan,2.0,0,Tuesday,1,Misty,0.16,0.1515,0.55,0.194,0,3,3,Malam,Angin Ringan
237,2011-01-11,Spring,2011,Jan,5.0,0,Tuesday,1,Misty,0.16,0.1818,0.55,0.1343,0,6,6,Malam,Angin Ringan
238,2011-01-11,Spring,2011,Jan,6.0,0,Tuesday,1,Misty,0.16,0.1818,0.55,0.1343,0,27,27,Pagi,Angin Ringan
239,2011-01-11,Spring,2011,Jan,7.0,0,Tuesday,1,Misty,0.16,0.2273,0.55,0.0,2,97,99,Pagi,Angin Ringan
240,2011-01-11,Spring,2011,Jan,8.0,0,Tuesday,1,Misty,0.18,0.2121,0.51,0.0896,3,214,217,Pagi,Angin Ringan
241,2011-01-11,Spring,2011,Jan,9.0,0,Tuesday,1,Misty,0.18,0.197,0.51,0.1642,3,127,130,Pagi,Angin Ringan
242,2011-01-11,Spring,2011,Jan,10.0,0,Tuesday,1,Misty,0.2,0.2121,0.51,0.1642,3,51,54,Pagi,Angin Ringan
243,2011-01-11,Spring,2011,Jan,11.0,0,Tuesday,1,Misty,0.2,0.2121,0.47,0.1343,4,31,35,Pagi,Angin Ringan
244,2011-01-11,Spring,2011,Jan,12.0,0,Tuesday,1,Misty,0.2,0.2273,0.51,0.1045,2,55,57,Siang,Angin Ringan
245,2011-01-11,Spring,2011,Jan,13.0,0,Tuesday,1,Misty,0.2,0.2273,0.59,0.0896,6,46,52,Siang,Angin Ringan
246,2011-01-11,Spring,2011,Jan,14.0,0,Tuesday,1,Misty,0.2,0.2273,0.59,0.0896,3,60,63,Siang,Angin Ringan
247,2011-01-11,Spring,2011,Jan,15.0,0,Tuesday,1,Misty,0.16,0.197,0.8,0.0896,2,45,47,Siang,Angin Ringan
248,2011-01-11,Spring,2011,Jan,16.0,0,Tuesday,1,Misty,0.16,0.1515,0.86,0.2239,4,72,76,Sore,Angin Sedang
249,2011-01-11,Spring,2011,Jan,17.0,0,Tuesday,1,Misty,0.16,0.1515,0.86,0.2239,6,130,136,Sore,Angin Sedang
250,2011-01-11,Spring,2011,Jan,18.0,0,Tuesday,1,Light_rainsnow,0.16,0.1818,0.93,0.1045,1,94,95,Sore,Angin Ringan
251,2011-01-11,Spring,2011,Jan,19.0,0,Tuesday,1,Light_rainsnow,0.16,0.2273,0.93,0.0,0,51,51,Malam,Angin Ringan
252,2011-01-11,Spring,2011,Jan,20.0,0,Tuesday,1,Light_rainsnow,0.16,0.1515,0.93,0.194,0,32,32,Malam,Angin Ringan
253,2011-01-11,Spring,2011,Jan,21.0,0,Tuesday,1,Light_rainsnow,0.16,0.197,0.86,0.0896,0,20,20,Malam,Angin Ringan
254,2011-01-11,Spring,2011,Jan,22.0,0,Tuesday,1,Light_rainsnow,0.16,0.1818,0.93,0.1045,1,28,29,Malam,Angin Ringan
255,2011-01-11,Spring,2011,Jan,23.0,0,Tuesday,1,Light_rainsnow,0.16,0.197,0.93,0.0896,1,18,19,Malam,Angin Ringan
256,2011-01-12,Spring,2011,Jan,0.0,0,Wednesday,1,Misty,0.16,0.197,0.86,0.0896,0,7,7,Malam,Angin Ringan
257,2011-01-12,Spring,2011,Jan,1.0,0,Wednesday,1,Misty,0.16,0.1818,0.86,0.1045,0,6,6,Malam,Angin Ringan
258,2011-01-12,Spring,2011,Jan,2.0,0,Wednesday,1,Clear,0.14,0.1515,0.86,0.1343,0,1,1,Malam,Angin Ringan
259,2011-01-12,Spring,2011,Jan,5.0,0,Wednesday,1,Clear,0.14,0.1515,0.86,0.1642,0,5,5,Malam,Angin Ringan
260,2011-01-12,Spring,2011,Jan,6.0,0,Wednesday,1,Clear,0.12,0.1515,0.93,0.1343,0,16,16,Pagi,Angin Ringan
261,2011-01-12,Spring,2011,Jan,7.0,0,Wednesday,1,Clear,0.14,0.1515,0.69,0.1343,0,54,54,Pagi,Angin Ringan
262,2011-01-12,Spring,2011,Jan,8.0,0,Wednesday,1,Clear,0.16,0.1667,0.59,0.1642,3,125,128,Pagi,Angin Ringan
263,2011-01-12,Spring,2011,Jan,9.0,0,Wednesday,1,Clear,0.16,0.1364,0.59,0.3284,3,78,81,Pagi,Angin Sedang
264,2011-01-12,Spring,2011,Jan,10.0,0,Wednesday,1,Clear,0.18,0.1818,0.55,0.2239,0,39,39,Pagi,Angin Sedang
265,2011-01-12,Spring,2011,Jan,11.0,0,Wednesday,1,Clear,0.2,0.1818,0.51,0.3881,3,32,35,Pagi,Angin Kencang
266,2011-01-12,Spring,2011,Jan,12.0,0,Wednesday,1,Clear,0.2,0.1515,0.47,0.5821,3,52,55,Siang,Angin Kencang
267,2011-01-12,Spring,2011,Jan,13.0,0,Wednesday,1,Clear,0.22,0.197,0.44,0.3582,0,49,49,Siang,Angin Kencang
268,2011-01-12,Spring,2011,Jan,14.0,0,Wednesday,1,Clear,0.2,0.1818,0.47,0.3284,0,44,44,Siang,Angin Sedang
269,2011-01-12,Spring,2011,Jan,15.0,0,Wednesday,1,Clear,0.2,0.1667,0.47,0.4179,1,48,49,Siang,Angin Kencang
270,2011-01-12,Spring,2011,Jan,16.0,0,Wednesday,1,Clear,0.22,0.197,0.44,0.3284,5,63,68,Sore,Angin Sedang
271,2011-01-12,Spring,2011,Jan,17.0,0,Wednesday,1,Clear,0.2,0.1818,0.47,0.3582,0,139,139,Sore,Angin Kencang
272,2011-01-12,Spring,2011,Jan,18.0,0,Wednesday,1,Clear,0.2,0.1515,0.47,0.5224,2,135,137,Sore,Angin Kencang
273,2011-01-12,Spring,2011,Jan,19.0,0,Wednesday,1,Clear,0.18,0.1515,0.47,0.4179,1,82,83,Malam,Angin Kencang
274,2011-01-12,Spring,2011,Jan,20.0,0,Wednesday,1,Clear,0.16,0.1364,0.5,0.3284,2,54,56,Malam,Angin Sedang
275,2011-01-12,Spring,2011,Jan,21.0,0,Wednesday,1,Clear,0.16,0.1364,0.55,0.3284,0,57,57,Malam,Angin Sedang
276,2011-01-12,Spring,2011,Jan,22.0,0,Wednesday,1,Clear,0.16,0.1212,0.55,0.4478,1,32,33,Malam,Angin Kencang
277,2011-01-12,Spring,2011,Jan,23.0,0,Wednesday,1,Clear,0.14,0.1061,0.59,0.4179,1,19,20,Malam,Angin Kencang
278,2011-01-13,Spring,2011,Jan,0.0,0,Thursday,1,Clear,0.14,0.1212,0.59,0.2836,1,6,7,Malam,Angin Sedang
279,2011-01-13,Spring,2011,Jan,1.0,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2836,0,2,2,Malam,Angin Sedang
280,2011-01-13,Spring,2011,Jan,2.0,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3582,0,2,2,Malam,Angin Kencang
281,2011-01-13,Spring,2011,Jan,3.0,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3284,0,3,3,Malam,Angin Sedang
282,2011-01-13,Spring,2011,Jan,4.0,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2537,0,4,4,Malam,Angin Sedang
283,2011-01-13,Spring,2011,Jan,5.0,0,Thursday,1,Clear,0.14,0.1212,0.5,0.2985,0,3,3,Malam,Angin Sedang
284,2011-01-13,Spring,2011,Jan,6.0,0,Thursday,1,Clear,0.12,0.1515,0.54,0.1343,0,28,28,Pagi,Angin Ringan
285,2011-01-13,Spring,2011,Jan,7.0,0,Thursday,1,Clear,0.12,0.1515,0.54,0.1343,0,72,72,Pagi,Angin Ringan
286,2011-01-13,Spring,2011,Jan,8.0,0,Thursday,1,Clear,0.14,0.1364,0.5,0.194,5,197,202,Pagi,Angin Ringan
287,2011-01-13,Spring,2011,Jan,9.0,0,Thursday,1,Clear,0.14,0.1212,0.5,0.3284,2,137,139,Pagi,Angin Sedang
288,2011-01-13,Spring,2011,Jan,10.0,0,Thursday,1,Misty,0.16,0.1364,0.5,0.3582,2,36,38,Pagi,Angin Kencang
289,2011-01-13,Spring,2011,Jan,11.0,0,Thursday,1,Misty,0.2,0.1667,0.44,0.4478,4,33,37,Pagi,Angin Kencang
290,2011-01-13,Spring,2011,Jan,12.0,0,Thursday,1,Clear,0.2,0.1667,0.44,0.4179,3,49,52,Siang,Angin Kencang
291,2011-01-13,Spring,2011,Jan,13.0,0,Thursday,1,Clear,0.22,0.197,0.41,0.4478,2,81,83,Siang,Angin Kencang
292,2011-01-13,Spring,2011,Jan,14.0,0,Thursday,1,Clear,0.22,0.197,0.41,0.3881,3,39,42,Siang,Angin Kencang
293,2011-01-13,Spring,2011,Jan,15.0,0,Thursday,1,Clear,0.24,0.2121,0.38,0.2985,5,55,60,Siang,Angin Sedang
294,2011-01-13,Spring,2011,Jan,16.0,0,Thursday,1,Clear,0.24,0.2121,0.38,0.3582,2,76,78,Sore,Angin Kencang
295,2011-01-13,Spring,2011,Jan,17.0,0,Thursday,1,Clear,0.2,0.1818,0.4,0.2836,4,158,162,Sore,Angin Sedang
296,2011-01-13,Spring,2011,Jan,18.0,0,Thursday,1,Clear,0.2,0.1818,0.4,0.3284,3,141,144,Sore,Angin Sedang
297,2011-01-13,Spring,2011,Jan,19.0,0,Thursday,1,Clear,0.16,0.1515,0.47,0.2537,1,98,99,Malam,Angin Sedang
298,2011-01-13,Spring,2011,Jan,20.0,0,Thursday,1,Clear,0.16,0.1515,0.47,0.2239,0,64,64,Malam,Angin Sedang
299,2011-01-13,Spring,2011,Jan,21.0,0,Thursday,1,Clear,0.14,0.1212,0.46,0.2985,0,40,40,Malam,Angin Sedang
300,2011-01-13,Spring,2011,Jan,22.0,0,Thursday,1,Clear,0.14,0.1212,0.46,0.3284,0,30,30,Malam,Angin Sedang
301,2011-01-13,Spring,2011,Jan,23.0,0,Thursday,1,Clear,0.12,0.1364,0.5,0.194,1,14,15,Malam,Angin Ringan
302,2011-01-14,Spring,2011,Jan,0.0,0,Friday,1,Clear,0.12,0.1364,0.5,0.194,0,14,14,Malam,Angin Ringan
303,2011-01-14,Spring,2011,Jan,1.0,0,Friday,1,Clear,0.1,0.1212,0.54,0.1642,0,5,5,Malam,Angin Ringan
304,2011-01-14,Spring,2011,Jan,2.0,0,Friday,1,Clear,0.1,0.1212,0.54,0.1343,0,1,1,Malam,Angin Ringan
305,2011-01-14,Spring,2011,Jan,3.0,0,Friday,1,Clear,0.1,0.1364,0.54,0.1045,0,1,1,Malam,Angin Ringan
306,2011-01-14,Spring,2011,Jan,5.0,0,Friday,1,Clear,0.1,0.1364,0.54,0.0896,0,8,8,Malam,Angin Ringan
307,2011-01-14,Spring,2011,Jan,6.0,0,Friday,1,Clear,0.1,0.1818,0.54,0.0,0,17,17,Pagi,Angin Ringan
308,2011-01-14,Spring,2011,Jan,7.0,0,Friday,1,Clear,0.1,0.1212,0.74,0.1642,0,70,70,Pagi,Angin Ringan
309,2011-01-14,Spring,2011,Jan,8.0,0,Friday,1,Clear,0.12,0.1667,0.68,0.0,2,156,158,Pagi,Angin Ringan
310,2011-01-14,Spring,2011,Jan,9.0,0,Friday,1,Clear,0.14,0.1515,0.69,0.1343,0,117,117,Pagi,Angin Ringan
311,2011-01-14,Spring,2011,Jan,10.0,0,Friday,1,Clear,0.18,0.1818,0.55,0.194,4,40,44,Pagi,Angin Ringan
312,2011-01-14,Spring,2011,Jan,11.0,0,Friday,1,Clear,0.18,0.1667,0.51,0.2836,6,47,53,Pagi,Angin Sedang
313,2011-01-14,Spring,2011,Jan,12.0,0,Friday,1,Clear,0.2,0.197,0.44,0.2537,2,59,61,Siang,Angin Sedang
314,2011-01-14,Spring,2011,Jan,13.0,0,Friday,1,Clear,0.22,0.197,0.37,0.3881,4,73,77,Siang,Angin Kencang
315,2011-01-14,Spring,2011,Jan,14.0,0,Friday,1,Clear,0.22,0.2121,0.41,0.2836,5,59,64,Siang,Angin Sedang
316,2011-01-14,Spring,2011,Jan,15.0,0,Friday,1,Clear,0.24,0.2424,0.38,0.1642,9,59,68,Siang,Angin Ringan
317,2011-01-14,Spring,2011,Jan,16.0,0,Friday,1,Clear,0.22,0.2424,0.41,0.1045,3,87,90,Sore,Angin Ringan
318,2011-01-14,Spring,2011,Jan,17.0,0,Friday,1,Clear,0.22,0.2273,0.41,0.1642,4,155,159,Sore,Angin Ringan
319,2011-01-14,Spring,2011,Jan,18.0,0,Friday,1,Clear,0.2,0.2576,0.47,0.0,5,134,139,Sore,Angin Ringan
320,2011-01-14,Spring,2011,Jan,19.0,0,Friday,1,Clear,0.16,0.197,0.59,0.0896,3,89,92,Malam,Angin Ringan
321,2011-01-14,Spring,2011,Jan,20.0,0,Friday,1,Clear,0.18,0.2424,0.59,0.0,0,68,68,Malam,Angin Ringan
322,2011-01-14,Spring,2011,Jan,21.0,0,Friday,1,Clear,0.16,0.2273,0.69,0.0,4,48,52,Malam,Angin Ringan
323,2011-01-14,Spring,2011,Jan,22.0,0,Friday,1,Misty,0.16,0.2273,0.69,0.0,2,34,36,Malam,Angin Ringan
324,2011-01-14,Spring,2011,Jan,23.0,0,Friday,1,Misty,0.18,0.2424,0.55,0.0,1,26,27,Malam,Angin Ringan
325,2011-01-15,Spring,2011,Jan,0.0,0,Saturday,0,Clear,0.18,0.2424,0.55,0.0,3,25,28,Malam,Angin Ringan
326,2011-01-15,Spring,2011,Jan,1.0,0,Saturday,0,Misty,0.16,0.197,0.59,0.0896,2,18,20,Malam,Angin Ringan
327,2011-01-15,Spring,2011,Jan,2.0,0,Saturday,0,Misty,0.16,0.197,0.59,0.0896,0,12,12,Malam,Angin Ringan
328,2011-01-15,Spring,2011,Jan,3.0,0,Saturday,0,Misty,0.16,0.2273,0.59,0.0,1,7,8,Malam,Angin Ringan
329,2011-01-15,Spring,2011,Jan,4.0,0,Saturday,0,Misty,0.16,0.2273,0.59,0.0,0,5,5,Malam,Angin Ringan
330,2011-01-15,Spring,2011,Jan,5.0,0,Saturday,0,Clear,0.16,0.2273,0.59,0.0,0,1,1,Malam,Angin Ringan
331,2011-01-15,Spring,2011,Jan,6.0,0,Saturday,0,Clear,0.14,0.1667,0.63,0.1045,1,2,3,Pagi,Angin Ringan
332,2011-01-15,Spring,2011,Jan,7.0,0,Saturday,0,Clear,0.14,0.2121,0.63,0.0,1,9,10,Pagi,Angin Ringan
333,2011-01-15,Spring,2011,Jan,8.0,0,Saturday,0,Clear,0.14,0.1515,0.63,0.1343,1,22,23,Pagi,Angin Ringan
334,2011-01-15,Spring,2011,Jan,9.0,0,Saturday,0,Clear,0.16,0.1818,0.64,0.1343,2,31,33,Pagi,Angin Ringan
335,2011-01-15,Spring,2011,Jan,10.0,0,Saturday,0,Clear,0.18,0.197,0.59,0.1642,2,57,59,Pagi,Angin Ringan
336,2011-01-15,Spring,2011,Jan,11.0,0,Saturday,0,Clear,0.2,0.197,0.55,0.2239,18,54,72,Pagi,Angin Sedang
337,2011-01-15,Spring,2011,Jan,12.0,0,Saturday,0,Clear,0.24,0.2273,0.48,0.2239,15,74,89,Siang,Angin Sedang
338,2011-01-15,Spring,2011,Jan,13.0,0,Saturday,0,Clear,0.28,0.2576,0.38,0.2985,21,80,101,Siang,Angin Sedang
339,2011-01-15,Spring,2011,Jan,14.0,0,Saturday,0,Clear,0.3,0.2879,0.39,0.2836,26,92,118,Siang,Angin Sedang
340,2011-01-15,Spring,2011,Jan,15.0,0,Saturday,0,Misty,0.32,0.3182,0.36,0.194,21,108,129,Siang,Angin Ringan
341,2011-01-15,Spring,2011,Jan,16.0,0,Saturday,0,Misty,0.34,0.3333,0.34,0.194,33,95,128,Sore,Angin Ringan
342,2011-01-15,Spring,2011,Jan,17.0,0,Saturday,0,Misty,0.32,0.303,0.36,0.2836,29,54,83,Sore,Angin Sedang
343,2011-01-15,Spring,2011,Jan,18.0,0,Saturday,0,Misty,0.3,0.2879,0.45,0.2537,15,69,84,Sore,Angin Sedang
344,2011-01-15,Spring,2011,Jan,19.0,0,Saturday,0,Misty,0.32,0.303,0.39,0.2537,14,60,74,Malam,Angin Sedang
345,2011-01-15,Spring,2011,Jan,20.0,0,Saturday,0,Misty,0.32,0.303,0.39,0.2537,6,35,41,Malam,Angin Sedang
346,2011-01-15,Spring,2011,Jan,21.0,0,Saturday,0,Misty,0.32,0.303,0.39,0.2239,6,51,57,Malam,Angin Sedang
347,2011-01-15,Spring,2011,Jan,22.0,0,Saturday,0,Misty,0.3,0.3182,0.42,0.1045,0,26,26,Malam,Angin Ringan
348,2011-01-15,Spring,2011,Jan,23.0,0,Saturday,0,Clear,0.3,0.2879,0.45,0.2836,5,39,44,Malam,Angin Sedang
349,2011-01-16,Spring,2011,Jan,0.0,0,Sunday,0,Clear,0.26,0.303,0.56,0.0,6,33,39,Malam,Angin Ringan
350,2011-01-16,Spring,2011,Jan,1.0,0,Sunday,0,Clear,0.26,0.2727,0.56,0.1343,4,19,23,Malam,Angin Ringan
351,2011-01-16,Spring,2011,Jan,2.0,0,Sunday,0,Clear,0.26,0.2879,0.56,0.0896,3,13,16,Malam,Angin Ringan
352,2011-01-16,Spring,2011,Jan,3.0,0,Sunday,0,Clear,0.22,0.2727,0.69,0.0,9,6,15,Malam,Angin Ringan
353,2011-01-16,Spring,2011,Jan,4.0,0,Sunday,0,Clear,0.26,0.2576,0.56,0.1642,0,1,1,Malam,Angin Ringan
354,2011-01-16,Spring,2011,Jan,5.0,0,Sunday,0,Misty,0.26,0.2576,0.56,0.1642,1,1,2,Malam,Angin Ringan
355,2011-01-16,Spring,2011,Jan,6.0,0,Sunday,0,Misty,0.26,0.2576,0.56,0.1642,0,1,1,Pagi,Angin Ringan
356,2011-01-16,Spring,2011,Jan,7.0,0,Sunday,0,Misty,0.24,0.2121,0.56,0.2985,0,3,3,Pagi,Angin Sedang
357,2011-01-16,Spring,2011,Jan,8.0,0,Sunday,0,Clear,0.22,0.2121,0.55,0.2836,0,18,18,Pagi,Angin Sedang
358,2011-01-16,Spring,2011,Jan,9.0,0,Sunday,0,Clear,0.22,0.2121,0.51,0.2537,3,29,32,Pagi,Angin Sedang
359,2011-01-16,Spring,2011,Jan,10.0,0,Sunday,0,Clear,0.22,0.2121,0.51,0.2836,8,71,79,Pagi,Angin Sedang
360,2011-01-16,Spring,2011,Jan,11.0,0,Sunday,0,Clear,0.24,0.2273,0.44,0.2537,23,70,93,Pagi,Angin Sedang
361,2011-01-16,Spring,2011,Jan,12.0,0,Sunday,0,Clear,0.24,0.2121,0.41,0.2836,29,75,104,Siang,Angin Sedang
362,2011-01-16,Spring,2011,Jan,13.0,0,Sunday,0,Clear,0.26,0.2273,0.35,0.2985,23,95,118,Siang,Angin Sedang
363,2011-01-16,Spring,2011,Jan,14.0,0,Sunday,0,Clear,0.28,0.2727,0.36,0.2537,22,69,91,Siang,Angin Sedang
364,2011-01-16,Spring,2011,Jan,15.0,0,Sunday,0,Clear,0.26,0.2424,0.38,0.2537,35,78,113,Siang,Angin Sedang
365,2011-01-16,Spring,2011,Jan,16.0,0,Sunday,0,Clear,0.24,0.2273,0.38,0.2239,22,77,99,Sore,Angin Sedang
366,2011-01-16,Spring,2011,Jan,17.0,0,Sunday,0,Clear,0.22,0.2121,0.37,0.2537,23,82,105,Sore,Angin Sedang
367,2011-01-16,Spring,2011,Jan,18.0,0,Sunday,0,Clear,0.2,0.2121,0.4,0.1642,11,56,67,Sore,Angin Ringan
368,2011-01-16,Spring,2011,Jan,19.0,0,Sunday,0,Clear,0.18,0.197,0.47,0.1343,14,47,61,Malam,Angin Ringan
369,2011-01-16,Spring,2011,Jan,20.0,0,Sunday,0,Clear,0.18,0.197,0.47,0.1642,7,50,57,Malam,Angin Ringan
370,2011-01-16,Spring,2011,Jan,21.0,0,Sunday,0,Clear,0.18,0.197,0.51,0.1642,6,22,28,Malam,Angin Ringan
371,2011-01-16,Spring,2011,Jan,22.0,0,Sunday,0,Misty,0.2,0.2121,0.49,0.1343,2,19,21,Malam,Angin Ringan
372,2011-01-16,Spring,2011,Jan,23.0,0,Sunday,0,Misty,0.2,0.2273,0.4,0.1045,0,18,18,Malam,Angin Ringan
373,2011-01-17,Spring,2011,Jan,0.0,1,Monday,0,Misty,0.2,0.197,0.47,0.2239,1,16,17,Malam,Angin Sedang
374,2011-01-17,Spring,2011,Jan,1.0,1,Monday,0,Misty,0.2,0.197,0.44,0.194,1,15,16,Malam,Angin Ringan
375,2011-01-17,Spring,2011,Jan,2.0,1,Monday,0,Misty,0.18,0.1667,0.43,0.2537,0,8,8,Malam,Angin Sedang
376,2011-01-17,Spring,2011,Jan,3.0,1,Monday,0,Misty,0.18,0.1818,0.43,0.194,0,2,2,Malam,Angin Ringan
377,2011-01-17,Spring,2011,Jan,4.0,1,Monday,0,Misty,0.18,0.197,0.43,0.1343,1,2,3,Malam,Angin Ringan
378,2011-01-17,Spring,2011,Jan,5.0,1,Monday,0,Misty,0.18,0.197,0.43,0.1642,0,1,1,Malam,Angin Ringan
379,2011-01-17,Spring,2011,Jan,6.0,1,Monday,0,Misty,0.18,0.1818,0.43,0.194,0,5,5,Pagi,Angin Ringan
